product_id,product_name,category,price,review_score,review_count,sales_month_1,sales_month_2,sales_month_3,sales_month_4,sales_month_5,sales_month_6,sales_month_7,sales_month_8,sales_month_9,sales_month_10,sales_month_11,sales_month_12,success,growth_month_1_to_2,growth_month_2_to_3,growth_month_3_to_4,growth_month_4_to_5,growth_month_5_to_6,growth_month_6_to_7,growth_month_7_to_8,growth_month_8_to_9,growth_month_9_to_10,growth_month_10_to_11,growth_month_11_to_12,avg_growth_rate,growth_volatility,momentum_month_4,momentum_month_5,momentum_month_6,momentum_month_7,momentum_month_8,momentum_month_9,momentum_month_10,momentum_month_11,momentum_month_12,avg_momentum,acceleration_month_2,acceleration_month_3,acceleration_month_4,acceleration_month_5,acceleration_month_6,acceleration_month_7,acceleration_month_8,acceleration_month_9,acceleration_month_10,acceleration_month_11,avg_acceleration,peak_month,trough_month,sales_cv,trend_slope,early_sales,late_sales,early_late_ratio,price_per_rating,total_revenue,revenue_per_review,total_sales,sales_per_dollar,category_avg_price,price_vs_category,category_avg_sales,sales_vs_category,value_score,is_premium,is_budget,excellent_reviews,good_reviews,moderate_reviews,poor_reviews,low_review_volume,high_review_volume,review_confidence,weighted_review_score,reviews_sales_correlation,category_avg_review_score,review_vs_category,q1_sales,q2_sales,q3_sales,q4_sales,best_quarter,worst_quarter,seasonal_volatility,holiday_sales,non_holiday_avg,holiday_boost,summer_sales,winter_sales,summer_winter_ratio,sales_periodicity,strong_month_1,strong_month_2,strong_month_3,strong_month_4,strong_month_5,strong_month_6,strong_month_7,strong_month_8,strong_month_9,strong_month_10,strong_month_11,strong_month_12,category_total_sales,category_sales_share,category_sales_rank,category_price_rank,category_review_rank,category_product_count,category_competition,category_success_rate
1,Hoodie,Clothing,190.4,1.7,220,479,449,92,784,604,904,446,603,807,252,695,306,1,-0.06263048016701461,-0.7951002227171492,7.521739130434782,-0.22959183673469388,0.4966887417218543,-0.5066371681415929,0.35201793721973096,0.3383084577114428,-0.6877323420074349,1.757936507936508,-0.5597122302158274,0.6932078631855094,2.2683156512232294,0.2981427174975563,0.11671686746987943,0.5475387727579232,-0.147276688453159,-0.000510986203372567,-0.04959100204498983,-0.10435718128025814,0.05525525525525519,-0.2851451337507114,0.0478636245831248,-0.7324697425501345,8.31683935315193,-7.751330967169476,0.7262805784565481,-1.003325909863447,0.8586551053613238,-0.013709479508288158,-1.0260407997188778,2.4456688499439427,-2.3176487381523354,-0.04970817500488138,6,3,0.4549678324090978,3.7937062937062698,552.0,518.1666666666666,0.9370102471368293,105.77777777777777,1222558.4000000001,5531.938461538462,6421,33.54754440961337,230.0417857142857,0.8240933535523105,5903.828571428571,1.0874151420871054,57.03082549634273,0,0,0,0,0,1,1,0,0.9565217391304348,1.626086956521739,10.9157,2.9521428571428574,-1.2521428571428574,1020,2292,1856,1253,2,1,500.274612088201,1001,542.0,0.9225806451612903,1953,1234,1.5813765182186235,-0.3367394821725796,0,0,0,1,0,1,0,0,1,0,1,0,826536,0.007768557245471165,40.0,78.0,32.0,140,3.5,0.44285714285714284
2,Cookware Set,Home & Kitchen,475.6,3.2,903,21,989,861,863,524,128,610,436,176,294,772,353,1,46.095238095238095,-0.12942366026289182,0.0023228803716608595,-0.3928157589803013,-0.7557251908396947,3.765625,-0.28524590163934427,-0.5963302752293578,0.6704545454545454,1.6258503401360545,-0.5427461139896373,4.496109450932648,13.21552988725737,0.44930629669156896,-0.17120765832106039,-0.3256330519768992,-0.16666666666666663,-0.06956521739130443,0.04078164825828377,-0.25795918367346937,0.3696369636963696,0.14216867469879518,0.0012068672572908372,-46.22466175550099,0.13174654063455268,-0.39513863935196214,-0.3629094318593934,4.521350190839694,-4.050870901639344,-0.3110843735900135,1.2667848206839032,0.955395794681509,-2.1685964541256917,-4.663798420922774,2,1,0.6365304563619069,-19.185314685314715,564.3333333333334,440.1666666666667,0.7785966981132075,144.12121212121212,2866441.2,3170.84203539823,6027,12.645824590851866,239.76968,1.9753317776557249,5937.128,1.0149663328240819,40.46663869072598,1,0,0,0,1,0,0,1,0.9890470974808324,3.1649507119386637,19.2864,3.0351999999999997,0.1648000000000005,1871,1515,1222,1419,1,3,235.33420384635974,1125,490.2,1.1463215814143062,1174,1363,0.8607038123167156,-0.1759548602959222,0,1,1,1,0,0,1,0,0,0,1,0,742141,0.008121087339080662,53.0,6.0,18.0,125,2.358490566037736,0.456
3,Train Set,Toys,367.34,4.5,163,348,558,567,143,771,409,290,828,340,667,267,392,0,0.603448275862069,0.016129032258064516,-0.7477954144620811,4.391608391608392,-0.4695201037613489,-0.29095354523227385,1.8551724137931034,-0.5893719806763285,0.961764705882353,-0.5997001499250375,0.4681647940074906,0.5089951290322184,1.444674633478172,-0.13888888888888884,0.16758457907159716,-0.10646900269541783,0.11085972850678733,0.038696537678207736,-0.045098039215686274,0.25804243668720045,-0.3052230685527747,0.04072043852779948,0.002247191235424944,-0.5873192436040044,-0.7639244467201456,5.139403806070472,-4.861128495369741,0.17856655852907505,2.1461259590253774,-2.444544394469432,1.5511366865586815,-1.5614648558073905,1.067864943932528,-0.013528348185457872,8,4,0.45593295372463466,-1.39160839160842,466.0,464.0,0.9935760171306209,79.85652173913043,2049757.2,12498.519512195122,5580,15.149047076071023,251.40298013245032,1.4553710887535305,6073.516556291391,0.9185916193150846,68.1707118423196,0,0,1,0,0,0,1,0,0.9421965317919075,4.239884393063584,25.11,2.870860927152318,1.629139072847682,1473,1323,1458,1326,1,2,70.70714249635606,659,492.1,0.6688997157937474,1527,1298,1.1755196304849884,0.3149262783604604,0,0,1,0,1,0,0,1,0,1,0,0,917101,0.006084383198379242,107.0,37.0,6.0,151,1.411214953271028,0.5496688741721855
4,Remote Car,Toys,301.34,3.9,951,725,678,59,15,937,421,670,933,56,157,168,203,0,-0.06482758620689655,-0.9129793510324484,-0.7457627118644068,61.46666666666667,-0.5506937033084311,0.5914489311163895,0.3925373134328358,-0.939978563772776,1.8035714285714286,0.07006369426751592,0.20833333333333334,5.574398131927565,17.6910965008134,-0.48464163822525597,0.3430463576158941,0.3570019723865878,0.4760174418604651,-0.0019694731659281703,-0.1800690675875678,-0.30866425992779783,-0.6657963446475196,0.3828125,-0.009140279076791387,-0.8481517648255519,0.16721663916804164,62.21242937853108,-62.0173603699751,1.1421426344248207,-0.1989116176835537,-1.3325158772056118,2.743549992344205,-1.7335077343039127,0.1382696390658174,0.027316091954022764,5,4,0.8379177546242083,-32.18181818181818,472.5,364.5,0.7697993664202746,75.335,1513329.48,1589.6318067226891,5022,16.61043857908315,251.40298013245032,1.1938844772825963,6073.516556291391,0.8267324573835761,64.7807104584243,0,0,0,0,1,0,0,1,0.9895941727367326,3.859417273673257,19.5858,2.870860927152318,1.029139072847682,1462,1373,1659,528,3,4,432.58438483144533,371,465.1,0.39841065292096217,2024,1606,1.2594897324206595,0.06818715715164789,1,1,0,0,1,0,1,1,0,0,0,0,917101,0.005475944878541318,130.0,56.0,11.0,151,1.1615384615384616,0.5496688741721855
5,Self-Help Book,Books,82.23,4.2,220,682,451,649,301,620,293,411,258,854,548,770,257,1,-0.3387096774193548,0.43902439024390244,-0.5362095531587057,1.0598006644518272,-0.5274193548387097,0.40273037542662116,-0.3722627737226277,2.310077519379845,-0.3583138173302108,0.4051094890510949,-0.6662337662337663,0.16523577234999232,0.8565047311574063,-0.2134453781512605,0.12037037037037045,-0.22631913541004453,0.09038619556285939,-0.27279577995478516,0.5813471502590674,0.08977719528178248,0.3078773301262777,-0.27448275862068966,0.022523909940397498,0.7777340676632573,-0.975233943402608,1.5960102176105329,-1.587220019290537,0.9301497302653309,-0.7749931491492489,2.682340293102473,-2.668391336710056,0.7634233063813056,-1.0713432552848612,-0.032752408881441195,9,12,0.410488138965294,-2.496503496503523,499.3333333333333,516.3333333333334,1.0319786808794138,19.12325581395349,501109.62,2267.4643438914027,6094,73.2187913012135,251.3848051948052,0.3258120073295622,6092.396103896104,1.0000991066547453,307.5189234650967,0,1,0,1,0,0,1,0,0.9565217391304348,4.017391304347826,25.5948,3.096753246753247,1.1032467532467534,1782,1214,1523,1575,1,2,203.26399090837512,1027,506.7,1.0124211356466877,962,1390,0.6915887850467289,-0.8211106073807904,1,0,1,0,1,0,0,0,1,0,1,0,938229,0.006495209063875596,74.0,125.0,9.0,154,2.081081081081081,0.5194805194805194
6,Action Figure,Toys,82.22,3.6,270,834,288,38,422,329,245,614,979,851,630,738,485,1,-0.6546762589928058,-0.8680555555555556,10.105263157894736,-0.22037914691943128,-0.2553191489361702,1.506122448979592,0.5944625407166124,-0.13074565883554648,-0.2596944770857814,0.17142857142857143,-0.3428184281842818,0.8768716404099944,2.981877315764805,-0.354256233877902,0.05459387483355522,0.26136363636363635,0.1921921921921922,0.5457598656591099,0.32916892992938623,0.006538618716796124,-0.09784815265935855,-0.16471647164716471,0.08586625105669453,-0.2133792965627498,10.973318713450292,-10.325642304814167,-0.034940002016738914,1.761441597915762,-0.9116599082629795,-0.7252081995521589,-0.12894881825023494,0.43112304851435285,-0.5142469996128533,0.031185783080852503,8,3,0.5287432988941618,30.835664335664323,359.3333333333333,716.1666666666666,1.9875115633672527,22.22162162162162,530565.66,1957.806863468635,6453,77.54145638067773,251.40298013245032,0.32574892719909426,6073.516556291391,1.0623067597563156,279.1492429704398,0,1,0,0,1,0,1,0,0.9642857142857143,3.4714285714285715,23.2308,2.870860927152318,0.7291390728476821,1160,996,2444,1853,3,2,577.5073051486015,1223,523.0,1.1680993314231136,1838,1607,1.1430348258706469,0.09971012872840927,1,0,0,0,0,0,0,1,1,0,1,0,917101,0.0070362947632869625,49.0,127.0,14.0,151,3.0816326530612246,0.5496688741721855
7,Laptop,Electronics,33.75,3.8,632,565,140,539,244,188,700,896,965,447,66,32,516,0,-0.7522123893805309,2.85,-0.5473098330241187,-0.22950819672131148,2.723404255319149,0.28,0.07700892857142858,-0.5367875647668394,-0.8523489932885906,-0.5151515151515151,15.125,1.6020086083234246,4.455402288177193,-0.2574178027265437,0.05183585313174946,0.16529774127310048,0.5744493392070484,0.4348069390039172,-0.09867394695787823,-0.35915188230203376,-0.6299797434166103,0.1259124087591241,0.0007865451079859593,3.602212389380531,-3.397309833024119,0.3178016363028072,2.95291245204046,-2.443404255319149,-0.20299107142857145,-0.613796493338268,-0.3155614285217512,0.33719747813707546,15.640151515151516,1.587721238938053,8,11,0.7083239175016232,-4.475524475524491,396.0,487.0,1.2267002518891688,8.653846153846153,178807.5,282.47630331753555,5298,152.46043165467626,239.67427536231887,0.1402310236488368,6124.057971014493,0.86497140518043,579.3496402877697,0,1,0,0,1,0,0,0,0.9844236760124611,3.7408099688473517,20.132399999999997,3.1434782608695655,0.6565217391304343,1244,1132,2308,614,3,4,615.5523941956525,548,475.0,0.576235541535226,2561,1221,2.095744680851064,-0.6461893791211549,1,0,1,0,0,1,1,1,0,0,0,0,845120,0.00626892480485043,109.0,130.0,12.0,138,1.2660550458715598,0.5072463768115942
8,Camera,Electronics,433.76,4.4,906,905,83,48,926,94,555,280,102,202,753,376,445,0,-0.9082872928176795,-0.42168674698795183,18.291666666666668,-0.8984881209503239,4.904255319148936,-0.4954954954954955,-0.6357142857142857,0.9803921568627451,2.727722772277228,-0.50066401062417,0.18351063829787234,2.111564690969413,5.399804252051728,0.020211742059672765,0.010377358490566093,0.4733893557422969,-0.40937896070975915,0.00858369098712434,-0.37553191489361704,0.8057921635434412,0.25849056603773596,0.18215892053973,0.10823254686635458,0.48660054582972767,18.71335341365462,-19.19015478761699,5.80274344009926,-5.399750814644431,-0.1402187902187902,1.6161064425770308,1.7473306154144828,-3.228386782901398,0.6841746489220424,0.10917979311155532,4,3,0.8091795828862998,-4.751748251748267,435.1666666666667,359.6666666666667,0.8246083301490256,96.39111111111112,2068601.44,2280.707210584344,4769,10.969270402060907,239.67427536231887,1.8022698909013173,6124.057971014493,0.7786048756710968,48.264789769067995,1,0,0,1,0,0,0,1,0.9890829694323144,4.351965065502184,20.983600000000003,3.1434782608695655,1.2565217391304349,1036,1575,584,1574,2,3,414.31049648783943,821,394.8,1.0384518087528458,937,1433,0.6534170153417015,0.32888891015340704,1,0,0,1,0,1,0,0,0,1,0,0,845120,0.005642978934377444,124.0,20.0,7.0,138,1.1129032258064515,0.5072463768115942
9,Camera,Electronics,302.55,2.0,848,809,693,419,106,616,85,42,992,696,298,213,708,0,-0.1433868974042027,-0.3953823953823954,-0.747016706443914,4.811320754716981,-0.862012987012987,-0.5058823529411764,22.61904761904762,-0.29838709677419356,-0.5718390804597702,-0.28523489932885904,2.323943661971831,2.3586517836353575,6.614079433143911,-0.3653846153846154,-0.06306306306306311,-0.2919580419580419,-0.07901234567901239,0.5040214477211796,0.5445632798573974,0.14772071552221588,-0.39165409753645053,0.009917355371900827,0.0016834038723900484,-0.25199549797819265,-0.35163431106151866,5.558337461160895,-5.673333741729968,0.35613063407181056,23.1249299719888,-22.917434715821813,-0.2734519836855766,0.28660418113091113,2.60917856130069,0.2467330559376038,8,7,0.6755243978171327,-7.8426573426573585,454.6666666666667,491.5,1.078639356254572,144.07142857142858,1717576.35,2023.0581272084808,5677,18.702026025366496,239.67427536231887,1.2570932208875727,6124.057971014493,0.9268483705566821,37.40405205073299,0,0,0,0,0,1,0,1,0.9883449883449883,1.9766899766899766,11.354,3.1434782608695655,-1.1434782608695655,1921,807,1730,1219,1,2,436.82626695289287,921,475.6,0.9672337744171392,1119,2210,0.5061058344640434,0.08294562443700089,1,1,0,0,1,0,0,1,1,0,0,1,845120,0.006717381298062645,87.0,52.0,30.0,138,1.586206896551724,0.5072463768115942
10,Shirt,Clothing,355.5,3.0,400,319,390,636,87,7,555,485,566,632,462,561,179,0,0.2225705329153605,0.6307692307692307,-0.8632075471698113,-0.9195402298850575,78.28571428571429,-0.12612612612612611,0.1670103092783505,0.1166077738515901,-0.2689873417721519,0.21428571428571427,-0.6809269162210339,6.979833607785486,22.553837876825696,-0.172106824925816,-0.3431899641577061,-0.11050477489768076,0.6104294478527607,0.5323809523809525,0.047855811062771834,-0.013641755634638129,-0.003006614552014568,-0.27322074788902284,0.030555058804400743,0.40819869785387025,-1.493976777939042,-0.05633268271524616,79.20525451559935,-78.41184041184042,0.29313643540447665,-0.0504025354267604,-0.385595115623742,0.4832730560578662,-0.8952126305067482,-0.09034974491363872,3,5,0.5259493450785947,10.884615384615362,332.3333333333333,480.8333333333333,1.4425000000000001,114.6774193548387,1734484.5,4325.397755610972,4879,13.685834502103786,230.0417857142857,1.5386827058185208,5903.828571428571,0.8262729291766061,41.05750350631136,1,0,0,0,1,0,0,0,0.975609756097561,2.926829268292683,14.637,2.9521428571428574,0.0478571428571426,1345,649,1683,1202,3,2,372.94729855570745,740,413.9,0.8928571428571429,1606,888,1.8065241844769404,-0.020077542277963826,0,0,1,0,0,1,0,1,1,0,1,0,826536,0.005902942034052922,118.0,34.0,21.0,140,1.1864406779661016,0.44285714285714284
